precision,recall,f1-score,support
0.4902004207728934,0.8318301390454717,0.6168745210060615,5322.0
0.630716134598792,0.7471890971039182,0.6840299438552714,8805.0
0.8524387929398368,0.5659295659295659,0.680246866835788,15873.0
0.6663,0.6663,0.6663,0.6663
0.6577851161038407,0.7149829340263186,0.6603837772323736,30000.0
0.7231021054943245,0.6663,0.6701149457908129,30000.0
